OTUID,sort,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU269,mlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__norank
OTU27,ctylmlxlhl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Aurantimicrobium,s__norank
OTU270,ctylmlxl,k__Bacteria,p__SAR324_clade(Marine_group_B),c__norank,o__norank,f__norank,g__norank,s__norank
OTU271,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Pseudoramibacter,s__norank
OTU272,yl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Pseudoclavibacter,s__Pseudoclavibacter_caeni
OTU273,ctylml,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__1-20,f__norank,g__norank,s__norank
OTU274,ctylmlxlhl,k__Bacteria,p__Desulfobacterota,c__Desulfobaccia,o__Desulfobaccales,f__Desulfobaccaceae,g__Desulfobacca,s__norank
OTU275,ctylhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__unidentified_Rhizobiales,g__Phreatobacter,s__norank
OTU276,yl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__norank
OTU277,ylxlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU278,ctylmlxlhl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_testaceum
OTU279,ctyl,k__Bacteria,p__Actinobacteriota,c__WCHB1-81,o__norank,f__norank,g__norank,s__norank
OTU28,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Gemmobacter,s__norank
OTU280,mlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Defluviicoccales,f__Defluviicoccaceae,g__Defluviicoccus,s__norank
OTU281,yl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia_muciniphila
OTU282,ctylml,k__Bacteria,p__unidentified_Bacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__TM7a,s__norank
OTU283,ctmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methyloparacoccus,s__norank
OTU284,yl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Nitrosomonas,s__Nitrosomonas_europaea
OTU285,xl,k__Bacteria,p__unidentified_Bacteria,c__Oligoflexia,o__Oligoflexales,f__norank,g__norank,s__norank
OTU286,xlhl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__norank,f__norank,g__norank,s__norank
OTU287,cthl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU288,ctxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__norank
OTU289,mlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU29,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__norank
OTU290,ctylhl,k__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__Luteitalea,s__norank
OTU291,ctmlxl,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU292,ylxl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter_sp_ACNIH1
OTU293,ctylxl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Shuttleworthia,s__norank
OTU294,xl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Bosea,s__norank
OTU295,ct,k__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__norank
OTU296,ctmlxl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Paracaedibacterales,f__Paracaedibacteraceae,g__Candidatus_Paracaedibacter,s__norank
OTU297,ct,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank,s__norank
OTU298,ctmlxl,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__norank,s__norank
OTU299,ctmlhl,k__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank,g__norank,s__norank
OTU3,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,s__Aeromonas_veronii
OTU30,ctylmlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__norank
OTU300,ctylmlxl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU301,ct,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__norank,f__norank,g__norank,s__norank
OTU302,ml,k__Bacteria,p__unidentified_Bacteria,c__Alphaproteobacteria,o__norank,f__norank,g__norank,s__norank
OTU303,ctylxl,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__RBG-16-58-14,s__norank
OTU305,ctylmlxlhl,k__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank,s__norank
OTU306,mlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella_bicestrii
OTU307,ctmlxl,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU308,ct,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Gemmatales,f__Gemmataceae,g__Gemmata,s__norank
OTU309,ctmlxl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methyloligellaceae,g__norank,s__norank
OTU31,ctylmlxlhl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__unidentified_Chloroplast,g__unidentified_Chloroplast,s__norank
OTU311,mlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU312,ctylxlhl,k__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Syntrophobacter,s__norank
OTU313,ctyl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Cellulosilyticum,s__norank
OTU314,ctylxl,k__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__norank,s__norank
OTU315,ylxlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_UCG-014,f__norank,g__norank,s__norank
OTU316,cthl,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Gemmatales,f__Gemmataceae,g__norank,s__norank
OTU317,ctxlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus_xylosus
OTU318,ctylmlxlhl,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SJA-15,f__norank,g__norank,s__norank
OTU319,xlhl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__unidentified_Chloroplast,g__unidentified_Chloroplast,s__Mychonastes_jurisii
OTU32,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__norank,s__norank
OTU320,ctylmlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__norank
OTU321,ylxlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__NK4A214_group,s__norank
OTU322,yl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Dokdonella,s__Dokdonella_ginsengisoli
OTU323,ctylxlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU324,ctylml,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU325,mlxlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU326,xlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__Methylomicrobium,s__norank
OTU327,ylmlxl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostignum,s__norank
OTU328,ctmlhl,k__Bacteria,p__unidentified_Bacteria,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__norank,s__norank
OTU329,mlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU33,ctylmlxlhl,k__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__norank
OTU330,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU331,ct,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__norank,s__norank
OTU332,ctylmlhl,k__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Syntrophobacter,s__norank
OTU333,ct,k__Bacteria,p__unidentified_Bacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank,g__norank,s__norank
OTU334,xl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Edaphobaculum,s__norank
OTU335,mlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Muribacter,s__Muribacter_muris
OTU336,ctylmlxlhl,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SJA-15,f__norank,g__norank,s__norank
OTU337,ml,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Tundrisphaera,s__norank
OTU338,ctyl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Coxiellales,f__Coxiellaceae,g__Coxiella,s__norank
OTU339,xl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__norank,s__norank
OTU34,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__alphaI_cluster,s__norank
OTU340,xlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU341,xlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Oceanobacillus,s__Oceanobacillus_caeni
OTU342,yl,k__Bacteria,p__Campilobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_typhlonius
OTU343,ct,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU344,ct,k__Bacteria,p__Chloroflexi,c__SHA-26,o__norank,f__norank,g__norank,s__norank
OTU345,xlhl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__PeM15,f__norank,g__norank,s__norank
OTU346,ctyl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU347,ctylml,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__norank,s__norank
OTU348,xl,k__Bacteria,p__unidentified_Bacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__norank,s__norank
OTU349,ct,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Planctomycetales,f__Rubinisphaeraceae,g__norank,s__norank
OTU35,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sp_M-S-TSA_29
OTU350,ctml,k__Bacteria,p__unidentified_Bacteria,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__unidentified_Vermiphilaceae,s__candidate_division_TM6_bacterium_GW2011_GWF2_30_66
OTU351,ct,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__norank,s__norank
OTU352,ct,k__Bacteria,p__unidentified_Bacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Paraspirulinaceae,g__norank,s__norank
OTU353,ctxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__norank
OTU354,ctylml,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__norank,s__norank
OTU355,ctml,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__norank
OTU356,xl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__Verrucomicrobia_bacterium_SCGC_AAA027-I19
OTU357,ylxlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU358,ctxl,k__Bacteria,p__unidentified_Bacteria,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__norank,s__norank
OTU359,ctylxl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank,s__norank
OTU36,ctylmlxlhl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__norank
OTU360,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU361,yl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__SWB02,s__norank
OTU362,ctylmlxlhl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__norank,f__norank,g__norank,s__norank
OTU363,ctylml,k__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__unidentified_0319-6G20,g__unidentified_0319-6G20,s\_\_bacterium\_enrichment\_culture\_clone\_B126
OTU364,ctylml,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU365,ctxl,k__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__norank,g__norank,s__norank
OTU366,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU367,ylhl,k__Bacteria,p__unidentified_Bacteria,c__Gammaproteobacteria,o__Arenicellales,f__Arenicellaceae,g__norank,s__norank
OTU368,ylhl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__unidentified_Chloroplast,g__unidentified_Chloroplast,s__norank
OTU369,hl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Turicibacter,s__norank
OTU37,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Tabrizicola,s__norank
OTU370,ctylmlhl,k__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank,g__norank,s__norank
OTU371,ctylmlxlhl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__norank
OTU372,ctylhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__Roseomonas_terricola
OTU373,ctylmlhl,k__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank,g__norank,s__norank
OTU374,ctxl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__norank,s__norank
OTU375,ct,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__UTCFX1,s__norank
OTU376,ct,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__LD29,s__norank
OTU377,hl,k__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Subgroup_2,f__norank,g__norank,s__norank
OTU378,ctylmlxl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__unidentified_Chloroplast,g__unidentified_Chloroplast,s__Nannochloropsis_gaditana
OTU379,ctylmlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__norank
OTU38,ctylmlxlhl,k__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Cetobacterium,s__norank
OTU380,ctylhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Brevibacillales,f__Brevibacillaceae,g__Brevibacillus,s__norank
OTU381,xl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank,s__norank
OTU382,ctylmlxl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SZB30,f__norank,g__norank,s__norank
OTU383,ctmlxl,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU384,ctmlxl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__norank
OTU386,yl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_UCG-010,s__norank
OTU387,xlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Undibacterium,s__norank
OTU388,ylmlxlhl,k__Bacteria,p__unidentified_Bacteria,c__Vicinamibacteria,o__Vicinamibacterales,f__norank,g__norank,s__norank
OTU389,ylxl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_thetaiotaomicron
OTU39,ctylmlxlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU390,ct,k__Bacteria,p__Chlamydiae,c__unidentified_Chlamydiae,o__Chlamydiales,f__norank,g__norank,s__norank
OTU391,ctmlxl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__AB1,g__norank,s__norank
OTU392,xl,k__Bacteria,p__unidentified_Bacteria,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__norank,s__norank
OTU393,xl,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__norank,f__norank,g__norank,s__norank
OTU394,ylxlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Brevibacillales,f__Brevibacillaceae,g__Brevibacillus,s__Brevibacillus_agri
OTU395,ct,k__Bacteria,p__unidentified_Bacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank,s__norank
OTU396,ctxlhl,k__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank,s__norank
OTU397,ctylmlxlhl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__norank
OTU398,ylxl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank,s__norank
OTU399,hl,k__Bacteria,p__unidentified_Bacteria,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__norank,s__norank
OTU4,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_1,s__norank
OTU40,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_12,s__norank
OTU400,yl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__norank,s__norank
OTU401,ylmlhl,k__Bacteria,p__unidentified_Bacteria,c__Acidobacteriae,o__Acidobacteriales,f__norank,g__norank,s__norank
OTU402,hl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__norank,g__norank,s__norank
OTU403,cthl,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU404,ctyl,k__Bacteria,p__unidentified_Bacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank,g__norank,s__norank
OTU405,xlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_salivarius
OTU406,ylxlhl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__norank,s__norank
OTU407,ctmlhl,k__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__Luteitalea,s__norank
OTU408,mlxlhl,k__Bacteria,p__Sva0485,c__norank,o__norank,f__norank,g__norank,s__norank
OTU409,mlhl,k__Bacteria,p__unidentified_Bacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__norank,s__norank
OTU41,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__unidentified_Clostridia,f__Lachnospiraceae,g__norank,s__norank
OTU410,ylxl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Oscillibacter,s__norank
OTU411,mlxl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Coxiellales,f__Coxiellaceae,g__Coxiella,s__norank
OTU412,ct,k__Bacteria,p__unidentified_Bacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank,g__norank,s__norank
OTU413,ylml,k__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__norank,g__norank,s__norank
OTU414,ctylmlhl,k__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Syntrophobacter,s__norank
OTU415,ylxl,k__Bacteria,p__unidentified_Bacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__norank,s__norank
OTU416,cthl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__norank
OTU417,ctmlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__unidentified_Gammaproteobacteria,f__unidentified_Gammaproteobacteria,g__norank,s__norank
OTU418,ylxl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU419,mlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU42,ctylmlxlhl,k__Bacteria,p__unidentified_Bacteria,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__norank,s__norank
OTU420,cthl,k__Archaea,p__Halobacterota,c__Methanosarcinia,o__Methanosarciniales,f__Methanosaetaceae,g__Methanosaeta,s__norank
OTU421,ctxlhl,k__Bacteria,p__unidentified_Bacteria,c__Oligoflexia,o__Oligoflexales,f__norank,g__norank,s__norank
OTU422,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Tabrizicola,s__norank
OTU423,ctmlxl,k__Bacteria,p__unidentified_Bacteria,c__Desulfobulbia,o__Desulfobulbales,f__Desulfobulbaceae,g__norank,s__norank
OTU424,mlxl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Curvibacter,s__Curvibacter_lanceolatus
OTU425,yl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Paracaedibacterales,f__Paracaedibacteraceae,g__norank,s__norank
OTU426,ctylxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__norank,s__norank
OTU427,ct,k__Bacteria,p__unidentified_Bacteria,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__norank,s__norank
OTU428,yl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank,s__norank
OTU429,yl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Chitinibacteraceae,g__Iodobacter,s__norank
OTU43,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__alphaI_cluster,s__norank
OTU430,ct,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Gemmatales,f__Gemmataceae,g__Gemmata,s__norank
OTU431,ylxl,k__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__norank
OTU432,ct,k__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__norank
OTU433,ctylml,k__Bacteria,p__SAR324_clade(Marine_group_B),c__unidentified_SAR324_clade(Marine_group_B),o__unidentified_SAR324_clade(Marine_group_B),f__unidentified_SAR324_clade(Marine_group_B),g__unidentified_SAR324_clade(Marine_group_B),s\_\_bacterium\_enrichment\_culture\_clone\_B30
OTU434,ctxl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus_cecorum
OTU435,ml,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__norank
OTU436,yl,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__norank
OTU437,xlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UCG-005,s__norank
OTU438,cthl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Microvirga,s__Microvirga_aerilata
